POCO,CADASTRO,OPERADOR,POCO_OPERADOR,ESTADO,BACIA,BLOCO,SIG_CAMPO,CAMPO,TERRA_MAR,POCO_POS_ANP,TIPO,CATEGORIA,RECLASSIFICACAO,SITUACAO,INICIO,TERMINO,CONCLUSAO,TITULARIDADE,LATITUDE_BASE_4C,LONGITUDE_BASE_4C,LATITUDE_BASE_DD,LONGITUDE_BASE_DD,DATUM_HORIZONTAL,TIPO_DE_COORDENADA_DE_BASE,DIRECAO,PROFUNDIDADE_VERTICAL_M,PROFUNDIDADE_SONDADOR_M,PROFUNDIDADE_MEDIDA_M,REFERENCIA_DE_PROFUNDIDADE,MESA_ROTATIVA,COTA_ALTIMETRICA_M,LAMINA_D_AGUA_M,DATUM_VERTICAL,UNIDADE_ESTRATIGRAFICA,GEOLOGIA_GRUPO_FINAL,GEOLOGIA_FORMACAO_FINAL,GEOLOGIA_MEMBRO_FINAL,CDPE,AGP,PC,PAG,PERFIS_CONVENCIONAIS,DURANTE_PERFURACAO,PERFIS_DIGITAIS,PERFIS_PROCESSADOS,PERFIS_ESPECIAIS,AMOSTRA_LATERAL,SISMICA,TABELA_TEMPO_PROFUNDIDADE,DADOS_DIRECIONAIS,TESTE_A_CABO,TESTE_DE_FORMACAO,CANHONEIO,TESTEMUNHO,GEOQUIMICA,SIG_SONDA,NOM_SONDA,ATINGIU_PRESAL,DHA_ATUALIZACAO
7-XA-10D-CES,300960067600,Petrobras,7XA  0010D CES,CE,Ceará,EP,XA,XARÉU,M,N,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1981-10-27,1981-11-30,1981-11-30,Público,-03:01:50,-39:02:32,"-3,030616667","-39,04216778",SIRGAS2000,Definitiva,Direcional,,2101,,MR,34,,"31,5",NM,,,,,,,,,,,Existe,,,,,,,,,,,,NT-5,,,27/02/2024
7-XA-11D-CES,300960072400,Petrobras,7XA  0011D CES,CE,Ceará,EP,XA,XARÉU,M,N,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1981-12-21,1982-01-21,1982-01-21,Público,-03:01:50,-39:02:32,"-3,030616667","-39,04216778",SIRGAS2000,Definitiva,Direcional,,2210,,MR,34,,"31,5",NM,,,,,,,,,Existe,,Existe,,,,,,Existe,,,,,,NT-5,,,27/02/2024
7-XA-12D-CES,300960077200,Petrobras,7XA  0012D CES,CE,Ceará,EP,XA,XARÉU,M,N,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1982-01-31,1982-03-15,1982-03-15,Público,-03:01:50,-39:02:32,"-3,030616667","-39,04216778",SIRGAS2000,Definitiva,Direcional,,1978,,MR,34,,"31,5",NM,,,,,,,,,,,Existe,,,,,,,,,,,,NT-5,,,27/02/2024
7-XA-9-CES,300960061700,Petrobras,7XA  0009  CES,CE,Ceará,EP,XA,XARÉU,M,N,7,Desenvolvimento,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1981-08-10,1981-09-14,1981-09-14,Público,-03:01:50,-39:02:32,"-3,030615833","-39,04216778",SIRGAS2000,Definitiva,Vertical,,1833,,MR,32,,30,NM,,,,,,,,,Existe,,Existe,,,,,,Existe,,,,,,NT-5,,,27/02/2024
8-AT-11D-CES,300960232800,Petrobras,8AT  0011D CES,CE,Ceará,AT,AT,ATUM,M,N,8,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1985-11-22,1986-01-07,1986-01-07,Público,-02:58:07,-38:58:27,"-2,968481667","-38,97403306",SIRGAS2000,Definitiva,Direcional,,2825,,MR,25,,43,NM,,,,,,,,,,,Existe,,,,,,,,,,,,PA17,,,27/02/2024
8-AT-12D-CES,300960241000,Petrobras,8AT  0012D CES,CE,Ceará,AT,AT,ATUM,M,N,8,Injeção,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1986-01-30,1986-03-05,1986-03-05,Público,-02:58:06,-38:58:26,"-2,968458056","-38,97401639",SIRGAS2000,Definitiva,Direcional,,2540,,MR,27,,42,NM,,,,,,,,,Existe,,Existe,,,,,,Existe,,,Existe,,,PA17,,,27/02/2024
8-AT-14D-CES,300960253100,Petrobras,8AT  0014D CES,CE,Ceará,AT,AT,ATUM,M,N,8,Injeção,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1986-05-22,1986-06-27,1986-06-27,Público,-02:58:07,-38:58:27,"-2,968481111","-38,97405556",SIRGAS2000,Definitiva,Direcional,,2728,,MR,27,,42,NM,,,,,,,,,,,Existe,,,,,,,,,,,,PA17,,,27/02/2024
8-AT-15D-CES,300960258900,Petrobras,8AT  0015D CES,CE,Ceará,AT,AT,ATUM,M,N,8,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1986-07-21,1986-08-15,1986-08-15,Público,-02:58:07,-38:58:27,"-2,9684825","-38,97403139",SIRGAS2000,Definitiva,Direcional,,2550,,MR,27,,42,NM,,,,,,,,,,,Existe,,,,,,,,,,,,PA17,,,27/02/2024
8-AT-20D-CES,300960279800,Petrobras,8AT  0020D CES,CE,Ceará,AT,AT,ATUM,M,N,8,Injeção,INJEÇÃO DE ÁGUA,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1987-03-17,1987-04-17,1987-04-17,Público,-02:58:07,-38:58:26,"-2,968474444","-38,97401972",SIRGAS2000,Definitiva,Direcional,,2602,,MR,27,,42,NM,,,,,,,,,,,Existe,,,,,,,,,,,,PA17,,,27/02/2024
8-CR-12D-CES,300960153500,Petrobras,8CR  0012D CES,CE,Ceará,CR,CR,CURIMÃ,M,N,8,Injeção,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1983-09-28,1983-10-19,1983-10-19,Público,-03:05:27,-38:47:37,"-3,090901389","-38,79357944",SIRGAS2000,Definitiva,Direcional,,2409,,MR,31,,47,NM,,,,,,,,,,,Existe,,,,,,,,,,,,SM-4,,,27/02/2024
8-CR-13D-CES,300960157200,Petrobras,8CR  0013D CES,CE,Ceará,CR,CR,CURIMÃ,M,N,8,Injeção,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1983-10-30,1983-11-19,1983-11-19,Público,-03:05:27,-38:47:37,"-3,090856667","-38,79364222",SIRGAS2000,Definitiva,Direcional,,2450,,MR,31,,47,NM,,,,,,,,,,,Existe,,,,,,,,,,,,SM-4,,,27/02/2024
8-CR-15D-CES,300960164300,Petrobras,8CR  0015D CES,CE,Ceará,CR,CR,CURIMÃ,M,N,8,Injeção,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,1984-01-01,1984-01-29,1984-01-29,Público,-03:05:27,-38:47:37,"-3,090893611","-38,79359056",SIRGAS2000,Definitiva,Direcional,,2503,,MR,31,,47,NM,,,,,,,,,,,Existe,,,,,,,,,,,,SM-4,,,27/02/2024
8-CR-16D-CES,300960167600,Petrobras,8CR  0016D CES,CE,Ceará,CR,CR,CURIMÃ,M,N,8,Injeção,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1984-02-03,1984-02-12,1984-02-12,Público,-03:05:27,-38:47:37,"-3,090893611","-38,79359056",SIRGAS2000,Definitiva,Direcional,,2364,,MR,31,,47,NM,,,,,,,,,,,Existe,,,,,,,,,,,,SM-4,,,27/02/2024
8-CR-18D-CES,300960173800,Petrobras,8CR  0018D CES,CE,Ceará,CR,CR,CURIMÃ,M,N,8,Injeção,ABANDONADO POR OUTRAS RAZÕES,ABANDONADO PERMANENTEMENTE,1984-04-08,1984-04-29,1984-04-29,Público,-03:05:27,-38:47:37,"-3,090876667","-38,7936275",SIRGAS2000,Definitiva,Direcional,,2440,,MR,31,,47,NM,,,,,,,,,,,Existe,,,,,,,,,,,,SM-4,,,27/02/2024
8-CR-19D-CES,300960177300,Petrobras,8CR  0019D CES,CE,Ceará,CR,CR,CURIMÃ,M,N,8,Injeção,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1984-05-07,1984-05-16,1984-05-16,Público,-03:05:27,-38:47:37,"-3,090879167","-38,79362861",SIRGAS2000,Definitiva,Direcional,,2461,,MR,31,,47,NM,,,,,,,,,,,Existe,,,,,,,,,,,,SM-4,,,27/02/2024
8-CR-26DP-CES,300960537000,Petrobras,8CR  0026DPCES,CE,Ceará,CR,CR,CURIMÃ,M,N,8,Injeção,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1998-05-16,1998-07-18,1998-07-18,Público,-03:05:27,-38:47:37,"-3,090875556","-38,79360611",SIRGAS2000,Definitiva,Direcional,,2560,,MR,29,,47,NM,,,,,,Existe,,,,,Existe,,,,,,,,,,,,SPM22,,,27/02/2024
8-CR-9D-CES,300960138600,Petrobras,8CR  0009D CES,CE,Ceará,CR,CR,CURIMÃ,M,N,8,Injeção,DESCOBRIDOR DE NOVA JAZIDA PETRÓLEO,ABANDONADO PERMANENTEMENTE,1983-05-13,1983-06-03,1983-06-03,Público,-03:05:27,-38:47:37,"-3,090893056","-38,79354194",SIRGAS2000,Definitiva,Direcional,,2671,,MR,31,,47,NM,,,,,,,,,,,Existe,,,,,,,,,,,,SM-4,,,27/02/2024
8-XA-23D-CES,300960146000,Petrobras,8XA  0023D CES,CE,Ceará,EP,XA,XARÉU,M,N,8,Injeção,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1983-07-12,1983-08-01,1983-08-01,Público,-03:02:23,-39:02:22,"-3,039613611","-39,03937556",SIRGAS2000,Definitiva,Direcional,,2123,,MR,31,,29,NM,,,,,,,,,,,Existe,,,,,,,,,,,,NT-5,,,27/02/2024
8-XA-25D-CES,300960149100,Petrobras,8XA  0025D CES,CE,Ceará,EP,XA,XARÉU,M,N,8,Injeção,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO,1983-08-11,1983-09-14,1983-09-14,Público,-03:02:23,-39:02:22,"-3,039613333","-39,03936139",SIRGAS2000,Definitiva,Direcional,,1920,,MR,31,,29,NM,,,,,,,,,,,Existe,,,,,,,,,,,,NT-5,,,27/02/2024
